Study,Site Number,Site Name,SubjectName,Open Date,Open By,Query Text,Group Name,Response Date,Responded By,Answer Text,Query Closed Date,Closed By,Query Status
ABC TEST TRIAL,323,Site 323,3231323,23-Jun-23,BSG,9,System,23-Jun-23,KGU,Updated,23-Jun-23,GQD,Closed
ABC TEST TRIAL,388,Site 388,3881388,17-May-22,NSQ,9,System,17-May-22,DYH,Updated,17-May-22,ZOI,Closed
ABC TEST TRIAL,301,Site 301,3011301,24-Oct-22,WMW,9,System,24-Oct-22,INX,Updated,25-Oct-22,CQX,Closed
ABC TEST TRIAL,301,Site 301,3011301,18-Mar-21,ROL,9,System,30-Mar-21,MTJ,Updated,2-Apr-21,POP,Closed
ABC TEST TRIAL,301,Site 301,3011301,5-Jul-22,VFM,9,System,5-Jul-22,POU,Updated,5-Jul-22,JIT,Closed
ABC TEST TRIAL,496,Site 496,4961496,3-Aug-23,FRE,9,System,3-Aug-23,IRY,Updated,3-Aug-23,BVG,Closed
ABC TEST TRIAL,237,Site 237,2371237,10-Jun-22,GFH,9,System,10-Jun-22,TOA,Updated,13-Jun-22,VPS,Closed
ABC TEST TRIAL,294,Site 294,2941294,10-Mar-22,DBO,9,System,10-Mar-22,QVX,Updated,21-Mar-22,OVU,Closed
ABC TEST TRIAL,366,Site 366,3661366,7-Apr-21,SRN,9,System,7-Apr-21,FVL,Updated,6-May-21,UZT,Closed
ABC TEST TRIAL,241,Site 241,2411241,26-Oct-23,RJP,9,System,27-Oct-23,KVO,Updated,30-Oct-23,KPS,Closed
ABC TEST TRIAL,445,Site 445,4451445,15-Nov-22,KFG,9,System,15-Nov-22,FNR,Updated,16-Nov-22,LUS,Closed
ABC TEST TRIAL,388,Site 388,3881388,25-Feb-21,AKC,9,System,25-Feb-21,BQL,Updated,2-Apr-21,YPK,Closed
ABC TEST TRIAL,445,Site 445,4451445,13-Oct-22,OLK,9,System,13-Oct-22,DKZ,Updated,17-Oct-22,KWG,Closed
ABC TEST TRIAL,496,Site 496,4961496,23-Aug-23,XWN,9,System,23-Aug-23,PBF,Updated,24-Aug-23,DMY,Closed
ABC TEST TRIAL,154,Site 154,1541154,9-Mar-23,BAG,9,System,9-Mar-23,QJP,Updated,10-Mar-23,ODH,Closed
ABC TEST TRIAL,293,Site 293,2931293,29-Apr-22,DLA,9,System,29-Apr-22,PKR,Updated,4-May-22,LXI,Closed
ABC TEST TRIAL,168,Site 168,1681168,8-Apr-21,RDU,9,System,8-Apr-21,ZIC,Updated,6-May-21,TYK,Closed
ABC TEST TRIAL,255,Site 255,2551255,1-Sep-23,WYD,9,System,7-Sep-23,PKT,Updated,7-Sep-23,EOV,Closed
ABC TEST TRIAL,156,Site 156,1561156,10-Aug-23,NKP,9,System,14-Aug-23,BOL,Updated,14-Aug-23,DXV,Closed
ABC TEST TRIAL,131,Site 131,1311131,14-Oct-21,TRI,9,System,15-Oct-21,TLW,Updated,18-Oct-21,JUR,Closed
ABC TEST TRIAL,322,Site 322,3221322,14-Apr-21,QVW,9,System,14-Apr-21,VIR,Updated,6-May-21,LKY,Closed
ABC TEST TRIAL,183,Site 183,1831183,2-Sep-22,XTQ,9,System,28-Oct-22,CEN,Updated,3-Nov-22,KZC,Closed
ABC TEST TRIAL,404,Site 404,4041404,23-Jun-22,HHD,9,System,7-Jul-22,OTR,Updated,19-Jul-22,QGK,Closed
ABC TEST TRIAL,306,Site 306,3061306,9-Mar-23,ZCY,9,System,9-Mar-23,ISJ,Updated,9-Mar-23,TEV,Closed
ABC TEST TRIAL,294,Site 294,2941294,12-Nov-21,HDT,9,System,12-Nov-21,QNC,Updated,15-Nov-21,NPO,Closed
ABC TEST TRIAL,479,Site 479,4791479,3-Feb-22,NKZ,9,System,3-Feb-22,NCW,Updated,4-Feb-22,RUW,Closed
ABC TEST TRIAL,452,Site 452,4521452,28-Feb-23,EJS,9,System,28-Feb-23,LZO,Updated,28-Feb-23,EEI,Closed
ABC TEST TRIAL,366,Site 366,3661366,13-Jun-22,LWS,9,System,11-Jul-22,IXQ,Updated,18-Jul-22,ZBH,Closed
ABC TEST TRIAL,469,Site 469,4691469,29-Mar-23,DDM,9,System,30-Mar-23,IWS,Updated,30-Mar-23,RUY,Closed
ABC TEST TRIAL,322,Site 322,3221322,13-Jun-22,QBU,9,System,11-Jul-22,TCB,Updated,18-Jul-22,TRT,Closed
ABC TEST TRIAL,255,Site 255,2551255,19-Feb-24,NAQ,9,System,19-Feb-24,JHA,Updated,19-Feb-24,CWD,Closed
ABC TEST TRIAL,322,Site 322,3221322,15-Dec-22,ONG,9,System,16-Dec-22,PXV,Updated,19-Dec-22,XPU,Closed
ABC TEST TRIAL,306,Site 306,3061306,12-Aug-22,CHZ,9,System,23-Aug-22,PZW,Updated,23-Aug-22,TEB,Closed
ABC TEST TRIAL,357,Site 357,3571357,26-Jul-22,BWX,9,System,26-Jul-22,YBC,Updated,29-Jul-22,PXI,Closed
ABC TEST TRIAL,295,Site 295,2951295,16-Feb-23,AFZ,9,System,16-Feb-23,MJS,Updated,21-Feb-23,DDK,Closed
ABC TEST TRIAL,132,Site 132,1321132,3-Aug-23,QVX,9,System,3-Aug-23,GSZ,Updated,3-Aug-23,GOS,Closed
ABC TEST TRIAL,231,Site 231,2311231,14-Sep-23,BUU,9,System,14-Sep-23,UWD,Updated,14-Sep-23,HOK,Closed
ABC TEST TRIAL,241,Site 241,2411241,6-Jul-22,OTU,9,System,6-Jul-22,VRZ,Updated,6-Jul-22,JAA,Closed
ABC TEST TRIAL,231,Site 231,2311231,24-Feb-22,SWG,9,System,24-Feb-22,QZM,Updated,24-Feb-22,DMX,Closed
ABC TEST TRIAL,391,Site 391,3911391,26-Apr-24,ONA,9,System,26-Apr-24,UMI,Updated,26-Apr-24,FQQ,Closed
ABC TEST TRIAL,295,Site 295,2951295,9-Oct-22,RAI,9,System,18-Oct-22,NFI,Updated,18-Oct-22,WAW,Closed
ABC TEST TRIAL,255,Site 255,2551255,8-Apr-21,OLP,9,System,8-Apr-21,JJR,Updated,6-May-21,BVC,Closed
ABC TEST TRIAL,294,Site 294,2941294,5-Sep-22,ZBY,9,System,5-Sep-22,PUT,Updated,5-Sep-22,WOV,Closed
ABC TEST TRIAL,195,Site 195,1951195,7-Apr-21,URP,9,System,7-Apr-21,GXD,Updated,6-May-21,JLO,Closed
ABC TEST TRIAL,404,Site 404,4041404,17-Mar-23,IJX,9,System,31-Mar-23,IKX,Updated,4-Apr-23,HQY,Closed
ABC TEST TRIAL,124,Site 124,1241124,25-Nov-22,JMA,9,System,25-Nov-22,HPI,Updated,29-Nov-22,BRG,Closed
ABC TEST TRIAL,154,Site 154,1541154,19-Mar-24,UHM,9,System,19-Mar-24,UWZ,Updated,22-Mar-24,ILS,Closed
ABC TEST TRIAL,388,Site 388,3881388,19-May-23,BZJ,9,System,19-May-23,OKE,Updated,19-May-23,DGP,Closed
ABC TEST TRIAL,124,Site 124,1241124,14-Mar-22,LNH,9,System,14-Mar-22,RHA,Updated,21-Mar-22,LHV,Closed
ABC TEST TRIAL,301,Site 301,3011301,8-Jun-23,LMK,9,System,8-Jun-23,DPC,Updated,8-Jun-23,VAF,Closed
ABC TEST TRIAL,496,Site 496,4961496,7-Jun-23,LGH,9,System,7-Jun-23,LNV,Updated,8-Jun-23,FQC,Closed
ABC TEST TRIAL,357,Site 357,3571357,13-Jul-23,OMS,10,System,13-Jul-23,YKF,Updated,13-Jul-23,JDP,Closed
ABC TEST TRIAL,231,Site 231,2311231,23-Jun-22,XZU,10,System,23-Jun-22,FDB,Updated,24-Jun-22,DYV,Closed
ABC TEST TRIAL,347,Site 347,3471347,27-Oct-21,JNZ,10,System,27-Oct-21,MKA,Updated,28-Oct-21,OAU,Closed
ABC TEST TRIAL,131,Site 131,1311131,28-Apr-23,HYO,10,System,28-Apr-23,TCD,Updated,3-May-23,UZZ,Closed
ABC TEST TRIAL,301,Site 301,3011301,7-Apr-23,DCN,10,System,7-Apr-23,EBR,Updated,10-Apr-23,XIS,Closed
ABC TEST TRIAL,293,Site 293,2931293,14-Sep-24,TJT,10,System,9-Oct-24,JUC,Updated,30-Oct-24,KNR,Closed
ABC TEST TRIAL,374,Site 374,3741374,25-Sep-22,XXA,10,System,18-Oct-22,HSQ,Updated,18-Oct-22,SGR,Closed
ABC TEST TRIAL,262,Site 262,2621262,13-Jul-23,VEZ,10,System,13-Jul-23,UHY,Updated,13-Jul-23,GXL,Closed
ABC TEST TRIAL,255,Site 255,2551255,8-Mar-23,JNL,10,System,20-Mar-23,IGD,Updated,24-Mar-23,NMO,Closed
ABC TEST TRIAL,280,Site 280,2801280,15-Dec-22,CGC,10,System,15-Dec-22,GIL,Updated,19-Dec-22,XPI,Closed
ABC TEST TRIAL,374,Site 374,3741374,11-Sep-23,ZPY,10,System,11-Sep-23,MJN,Updated,11-Sep-23,WVO,Closed
ABC TEST TRIAL,347,Site 347,3471347,15-Dec-22,NFC,10,System,15-Dec-22,PTW,Updated,19-Dec-22,DBL,Closed
ABC TEST TRIAL,158,Site 158,1581158,13-Jan-23,RRP,10,System,13-Jan-23,WQD,Updated,13-Jan-23,HQH,Closed
ABC TEST TRIAL,267,Site 267,2671267,13-Jan-23,SXV,10,System,13-Jan-23,SFG,Updated,13-Jan-23,BUE,Closed
ABC TEST TRIAL,124,Site 124,1241124,2-Aug-23,ZEM,10,CDM,9-Aug-23,DLH,Updated,10-Aug-23,WBB,Closed
ABC TEST TRIAL,280,Site 280,2801280,13-Jan-23,UCF,10,System,13-Jan-23,LHZ,Updated,13-Jan-23,SCK,Closed
ABC TEST TRIAL,298,Site 298,2981298,3-Jan-23,YZH,10,System,3-Jan-23,GKX,Updated,3-Jan-23,CNJ,Closed
ABC TEST TRIAL,381,Site 381,3811381,14-Jun-23,CLQ,10,CDM,15-Jun-23,GBW,Updated,15-Jun-23,KOK,Closed
ABC TEST TRIAL,298,Site 298,2981298,27-Nov-23,RYD,10,CDM,28-Nov-23,ULQ,Updated,28-Nov-23,VCI,Closed
ABC TEST TRIAL,107,Site 107,1071107,12-Apr-23,EYM,10,CDM,14-Apr-23,GTW,Updated,17-Apr-23,CNY,Closed
ABC TEST TRIAL,381,Site 381,3811381,12-Apr-23,HNN,10,CDM,14-Apr-23,ULE,Updated,17-Apr-23,FCB,Closed
ABC TEST TRIAL,280,Site 280,2801280,22-Aug-23,EIU,10,CDM,22-Aug-23,OQY,Updated,24-Aug-23,ZLP,Closed
ABC TEST TRIAL,344,Site 344,3441344,22-Aug-23,NHP,10,CDM,22-Aug-23,EGQ,Updated,24-Aug-23,RSO,Closed
ABC TEST TRIAL,267,Site 267,2671267,14-Sep-23,BNC,10,System,14-Sep-23,NLU,Updated,14-Sep-23,ZBM,Closed
ABC TEST TRIAL,344,Site 344,3441344,14-Sep-23,EIF,10,System,14-Sep-23,UWJ,Updated,14-Sep-23,OJZ,Closed
ABC TEST TRIAL,322,Site 322,3221322,14-Sep-23,POK,10,System,14-Sep-23,JQI,Updated,14-Sep-23,ASK,Closed
ABC TEST TRIAL,334,Site 334,3341334,14-Sep-23,WOW,10,System,14-Sep-23,GIQ,Updated,14-Sep-23,QIB,Closed
ABC TEST TRIAL,404,Site 404,4041404,6-Oct-21,HFC,10,System,7-Oct-21,MHV,Updated,7-Oct-21,IHN,Closed
ABC TEST TRIAL,237,Site 237,2371237,18-Apr-22,LGM,10,System,6-May-22,HCW,Updated,6-May-22,SBQ,Closed
ABC TEST TRIAL,262,Site 262,2621262,28-Dec-22,ZRX,10,System,28-Dec-22,ZFS,Updated,28-Dec-22,CPO,Closed
ABC TEST TRIAL,301,Site 301,3011301,8-Oct-21,EPS,10,System,8-Oct-21,DDA,Updated,8-Oct-21,PYZ,Closed
ABC TEST TRIAL,131,Site 131,1311131,12-Jan-23,HXI,10,System,12-Jan-23,AZO,Updated,12-Jan-23,YMG,Closed
ABC TEST TRIAL,404,Site 404,4041404,4-Jan-23,LVZ,10,System,4-Jan-23,MXC,Updated,4-Jan-23,WRH,Closed
ABC TEST TRIAL,322,Site 322,3221322,10-Jan-23,GOI,10,System,10-Jan-23,FPZ,Updated,10-Jan-23,SOK,Closed
ABC TEST TRIAL,479,Site 479,4791479,4-Jan-23,WQX,10,System,4-Jan-23,RUI,Updated,4-Jan-23,BCP,Closed
ABC TEST TRIAL,154,Site 154,1541154,27-Apr-23,JQX,10,System,27-Apr-23,CQW,Updated,27-Apr-23,FKI,Closed
ABC TEST TRIAL,447,Site 447,4471447,5-Jul-22,KPN,10,System,5-Jul-22,CIE,Updated,5-Jul-22,MYR,Closed
ABC TEST TRIAL,366,Site 366,3661366,4-Aug-23,VRY,10,System,4-Aug-23,NOQ,Updated,4-Aug-23,XJI,Closed
ABC TEST TRIAL,267,Site 267,2671267,10-Jan-23,EKV,10,System,10-Jan-23,LAL,Updated,10-Jan-23,RNM,Closed
ABC TEST TRIAL,460,Site 460,4601460,20-Mar-23,KSH,10,System,20-Mar-23,MVR,Updated,20-Mar-23,LCI,Closed
ABC TEST TRIAL,429,Site 429,4291429,27-Jul-22,IUJ,10,System,27-Jul-22,DAA,Updated,27-Jul-22,TQZ,Closed
ABC TEST TRIAL,429,Site 429,4291429,4-Jan-23,HGA,10,System,4-Jan-23,NSX,Updated,4-Jan-23,YZD,Closed
ABC TEST TRIAL,256,Site 256,2561256,27-Apr-23,IIM,10,System,27-Apr-23,EJX,Updated,27-Apr-23,FEB,Closed
ABC TEST TRIAL,323,Site 323,3231323,12-Jan-23,ILO,10,System,12-Jan-23,JGI,Updated,12-Jan-23,LWH,Closed
ABC TEST TRIAL,374,Site 374,3741374,20-Mar-23,GVX,10,System,20-Mar-23,WUZ,Updated,20-Mar-23,NGT,Closed
ABC TEST TRIAL,298,Site 298,2981298,11-Jan-23,LUJ,10,System,11-Jan-23,PPU,Updated,11-Jan-23,QGE,Closed
ABC TEST TRIAL,168,Site 168,1681168,27-Jul-22,KZE,10,System,27-Jul-22,MGR,Updated,27-Jul-22,GPH,Closed
ABC TEST TRIAL,295,Site 295,2951295,10-Jan-23,VJP,10,System,10-Jan-23,KZP,Updated,10-Jan-23,IWI,Closed
ABC TEST TRIAL,255,Site 255,2551255,27-Jul-22,DYW,10,System,27-Jul-22,ZNB,Updated,27-Jul-22,QQX,Closed
ABC TEST TRIAL,391,Site 391,3911391,20-Mar-23,XLW,10,System,20-Mar-23,RMH,Updated,20-Mar-23,HTV,Closed
ABC TEST TRIAL,452,Site 452,4521452,27-Apr-23,KNQ,10,System,27-Apr-23,MJB,Updated,27-Apr-23,SZG,Closed
ABC TEST TRIAL,107,Site 107,1071107,12-Jan-23,IRM,10,System,12-Jan-23,GOM,Updated,12-Jan-23,PPQ,Closed
ABC TEST TRIAL,445,Site 445,4451445,10-Jan-23,MVA,10,System,11-Jan-23,GJR,Updated,11-Jan-23,EYN,Closed
ABC TEST TRIAL,280,Site 280,2801280,27-Apr-23,EON,10,System,27-Apr-23,YYZ,Updated,27-Apr-23,VSK,Closed
ABC TEST TRIAL,168,Site 168,1681168,10-Jan-23,EOL,10,System,11-Jan-23,JTK,Updated,11-Jan-23,IRR,Closed
ABC TEST TRIAL,298,Site 298,2981298,10-Jan-23,SYI,10,System,11-Jan-23,JCX,Updated,11-Jan-23,NND,Closed
ABC TEST TRIAL,344,Site 344,3441344,12-Jan-23,GWT,10,System,12-Jan-23,MZW,Updated,12-Jan-23,QIR,Closed
ABC TEST TRIAL,183,Site 183,1831183,27-Jul-22,SRH,10,System,27-Jul-22,BEB,Updated,27-Jul-22,YGB,Closed
ABC TEST TRIAL,231,Site 231,2311231,20-Mar-23,MZB,10,System,20-Mar-23,UVG,Updated,20-Mar-23,SQC,Closed
ABC TEST TRIAL,231,Site 231,2311231,17-Jan-23,BPY,10,System,17-Jan-23,BPM,Updated,17-Jan-23,XKH,Closed
ABC TEST TRIAL,301,Site 301,3011301,6-Jul-23,FQN,10,System,30-Jul-23,ZIV,Updated,13-Aug-23,BOV,Closed
ABC TEST TRIAL,381,Site 381,3811381,10-Jan-23,DMC,10,System,25-Jan-23,QXM,Updated,9-Feb-23,FEQ,Closed
ABC TEST TRIAL,366,Site 366,3661366,13-Oct-23,OHU,10,CDM,13-Oct-23,RED,Updated,13-Oct-23,JZA,Closed
ABC TEST TRIAL,294,Site 294,2941294,3-Aug-23,BBG,10,CDM,9-Aug-23,TGM,Updated,10-Aug-23,WAJ,Closed
ABC TEST TRIAL,460,Site 460,4601460,10-Jan-22,VHX,10,CDM,20-Jan-22,QBU,Updated,21-Jan-22,NQZ,Closed
ABC TEST TRIAL,298,Site 298,2981298,22-Jan-24,UIJ,10,CDM,2-Feb-24,BWQ,Updated,2-Feb-24,VDU,Closed
ABC TEST TRIAL,154,Site 154,1541154,13-Jan-23,ZNI,10,CDM,18-Jan-23,USW,Updated,18-Jan-23,MYO,Closed
ABC TEST TRIAL,301,Site 301,3011301,1-Dec-22,CDF,10,CDM,5-Dec-22,TXU,Updated,6-Dec-22,DSN,Closed
ABC TEST TRIAL,452,Site 452,4521452,6-Jan-22,UPN,10,CDM,7-Feb-22,EXQ,Updated,24-Feb-22,AWJ,Closed
ABC TEST TRIAL,267,Site 267,2671267,6-Jan-22,HJM,10,CDM,20-Jan-22,OSQ,Updated,21-Jan-22,KWX,Closed
ABC TEST TRIAL,452,Site 452,4521452,6-Jan-22,IAT,10,CDM,20-Jan-22,GMR,Updated,21-Jan-22,AXZ,Closed
ABC TEST TRIAL,391,Site 391,3911391,6-Jan-22,CHD,10,CDM,20-Jan-22,LDN,Updated,21-Jan-22,CNL,Closed
ABC TEST TRIAL,298,Site 298,2981298,4-Mar-22,EUO,10,CDM,28-Mar-22,BUL,Updated,1-Apr-22,SZP,Closed
ABC TEST TRIAL,301,Site 301,3011301,4-Mar-22,QWE,10,CDM,5-Apr-22,EPS,Updated,13-Apr-22,AAV,Closed
ABC TEST TRIAL,154,Site 154,1541154,9-Jun-21,QBE,10,CDM,1-Jul-21,RAK,Updated,11-Jul-21,OYI,Closed
ABC TEST TRIAL,298,Site 298,2981298,12-Jan-23,CGI,10,CDM,13-Jan-23,XCN,Updated,13-Jan-23,IUW,Closed
ABC TEST TRIAL,479,Site 479,4791479,27-Jan-23,RHZ,10,CDM,28-Jan-23,BMG,Updated,30-Jan-23,MBC,Closed
ABC TEST TRIAL,429,Site 429,4291429,14-Apr-23,ZOK,10,CDM,18-Apr-23,EMQ,Updated,25-Apr-23,DSN,Closed
ABC TEST TRIAL,344,Site 344,3441344,7-Jun-24,YJY,10,System,7-Jun-24,ZBG,Updated,7-Jun-24,JUC,Closed
ABC TEST TRIAL,131,Site 131,1311131,13-Jun-24,IJW,10,System,13-Jun-24,CLE,Updated,17-Jun-24,IKE,Closed
ABC TEST TRIAL,366,Site 366,3661366,27-Dec-22,OTG,10,System,27-Dec-22,ZUJ,Updated,28-Dec-22,ACG,Closed
ABC TEST TRIAL,323,Site 323,3231323,29-Jun-21,HCC,10,System,29-Jun-21,FDO,Updated,29-Jun-21,AEK,Closed
ABC TEST TRIAL,280,Site 280,2801280,13-Oct-21,SJW,10,System,3-Mar-22,RJE,Updated,3-Mar-22,VWX,Closed
ABC TEST TRIAL,267,Site 267,2671267,22-Oct-21,UQJ,10,System,22-Oct-21,MHO,Updated,22-Oct-21,KQF,Closed
ABC TEST TRIAL,183,Site 183,1831183,18-Oct-21,PNU,10,System,18-Oct-21,KKZ,Updated,18-Oct-21,NHD,Closed
ABC TEST TRIAL,347,Site 347,3471347,2-Jun-21,PPK,10,System,2-Jun-21,LSK,Updated,30-Jun-21,MDK,Closed
ABC TEST TRIAL,301,Site 301,3011301,9-Jun-21,RSH,10,System,22-Oct-21,YEC,Updated,22-Oct-21,PQR,Closed
ABC TEST TRIAL,168,Site 168,1681168,10-Feb-22,NHH,10,System,10-Feb-22,WWI,Updated,21-Feb-22,REB,Closed
ABC TEST TRIAL,374,Site 374,3741374,22-Apr-21,ZBH,10,System,22-Apr-21,BVU,Updated,22-Apr-21,HVB,Closed
ABC TEST TRIAL,334,Site 334,3341334,26-Jul-21,MFL,10,System,27-Sep-21,MNU,Updated,27-Sep-21,QKR,Closed
ABC TEST TRIAL,241,Site 241,2411241,15-Oct-21,RAG,10,System,21-Oct-21,YVR,Updated,21-Oct-21,ZBT,Closed
ABC TEST TRIAL,255,Site 255,2551255,30-Nov-21,JWV,10,System,30-Nov-21,JCX,Updated,8-Dec-21,DTX,Closed
ABC TEST TRIAL,285,Site 285,2851285,2-Oct-21,MVK,10,System,2-Oct-21,JHY,Updated,14-Oct-21,UQX,Closed
ABC TEST TRIAL,280,Site 280,2801280,30-Mar-21,TUW,10,System,22-Sep-21,CPX,Updated,22-Sep-21,ZWZ,Closed
ABC TEST TRIAL,295,Site 295,2951295,15-Mar-22,OQY,10,System,15-Mar-22,ECO,Updated,21-Mar-22,UWS,Closed
ABC TEST TRIAL,366,Site 366,3661366,29-Jun-21,EDJ,10,System,29-Jun-21,ARU,Updated,30-Jun-21,JDN,Closed
ABC TEST TRIAL,124,Site 124,1241124,15-Apr-21,BJU,10,System,15-Apr-21,NEA,Updated,15-Apr-21,NQJ,Closed
ABC TEST TRIAL,298,Site 298,2981298,27-Sep-21,JRH,10,System,27-Sep-21,BVQ,Updated,29-Sep-21,ERE,Closed
ABC TEST TRIAL,262,Site 262,2621262,26-Aug-21,NMB,10,System,26-Aug-21,OHD,Updated,10-Sep-21,UWF,Closed
ABC TEST TRIAL,469,Site 469,4691469,17-Jan-23,PBE,10,System,18-Jan-23,DLU,Updated,18-Jan-23,RKL,Closed
ABC TEST TRIAL,154,Site 154,1541154,10-Feb-23,GCF,10,System,10-Feb-23,KCZ,Updated,10-Feb-23,OPY,Closed
ABC TEST TRIAL,285,Site 285,2851285,13-Dec-22,BTE,10,System,14-Dec-22,HIN,Updated,14-Dec-22,NTB,Closed
ABC TEST TRIAL,158,Site 158,1581158,11-Aug-22,LXM,10,System,11-Aug-22,RAJ,Updated,11-Aug-22,MZX,Closed
ABC TEST TRIAL,374,Site 374,3741374,21-Apr-22,OTP,10,System,7-May-22,DZS,Updated,7-May-22,CKH,Closed
ABC TEST TRIAL,293,Site 293,2931293,22-Feb-23,UMU,10,System,13-Mar-23,DUL,Updated,13-Mar-23,FVI,Closed
ABC TEST TRIAL,492,Site 492,4921492,13-Dec-22,OXK,10,System,14-Dec-22,ZVS,Updated,14-Dec-22,AQY,Closed
ABC TEST TRIAL,479,Site 479,4791479,24-Mar-23,RVR,10,System,24-Mar-23,NKK,Updated,24-Mar-23,UNX,Closed
ABC TEST TRIAL,255,Site 255,2551255,10-Feb-23,GTU,10,System,13-Mar-23,DWP,Updated,13-Mar-23,EWU,Closed
ABC TEST TRIAL,154,Site 154,1541154,19-Dec-22,SAZ,10,System,12-Jan-23,SNL,Updated,12-Jan-23,VOU,Closed
ABC TEST TRIAL,306,Site 306,3061306,17-Jan-23,EJI,10,System,18-Jan-23,PIJ,Updated,18-Jan-23,OCE,Closed
ABC TEST TRIAL,156,Site 156,1561156,11-Aug-22,KCC,10,System,11-Aug-22,DLV,Updated,11-Aug-22,OKH,Closed
ABC TEST TRIAL,256,Site 256,2561256,21-Apr-22,XBN,10,System,7-May-22,GWX,Updated,7-May-22,XLN,Closed
ABC TEST TRIAL,323,Site 323,3231323,13-Oct-21,CWB,10,System,3-Mar-22,VQO,Updated,3-Mar-22,FQY,Closed
ABC TEST TRIAL,295,Site 295,2951295,26-Jul-22,SYT,10,System,29-Jul-22,TLC,Updated,29-Jul-22,HMK,Closed
ABC TEST TRIAL,347,Site 347,3471347,13-Dec-22,WMC,10,System,14-Dec-22,PMT,Updated,14-Dec-22,RPQ,Closed
ABC TEST TRIAL,168,Site 168,1681168,13-Oct-21,RAI,10,System,13-Oct-21,TKP,Updated,14-Oct-21,LBS,Closed
ABC TEST TRIAL,322,Site 322,3221322,17-Jan-23,UZV,10,System,18-Jan-23,QKS,Updated,18-Jan-23,NTJ,Closed
ABC TEST TRIAL,469,Site 469,4691469,21-Apr-22,YXP,10,System,7-May-22,CWW,Updated,7-May-22,RGW,Closed
ABC TEST TRIAL,156,Site 156,1561156,14-Sep-22,FSR,10,System,14-Sep-22,NQN,Updated,14-Sep-22,JOA,Closed
ABC TEST TRIAL,154,Site 154,1541154,3-Apr-21,MEK,10,System,3-Apr-21,WAB,Updated,6-May-21,VDF,Closed
ABC TEST TRIAL,293,Site 293,2931293,20-Jul-22,XLD,10,System,20-Jul-22,AWP,Updated,22-Jul-22,PMQ,Closed
ABC TEST TRIAL,231,Site 231,2311231,10-Mar-23,UKG,10,System,10-Mar-23,DPP,Updated,10-Mar-23,CIR,Closed
ABC TEST TRIAL,262,Site 262,2621262,11-Aug-22,EGT,10,System,11-Aug-22,BOP,Updated,11-Aug-22,NBH,Closed
ABC TEST TRIAL,479,Site 479,4791479,10-Feb-23,HRH,10,System,10-Feb-23,KSG,Updated,10-Feb-23,YWJ,Closed
ABC TEST TRIAL,256,Site 256,2561256,21-Apr-22,TYO,10,System,7-May-22,FWW,Updated,7-May-22,SWX,Closed
ABC TEST TRIAL,294,Site 294,2941294,10-Feb-23,NHV,10,System,10-Feb-23,AON,Updated,10-Feb-23,CXU,Closed
ABC TEST TRIAL,334,Site 334,3341334,17-Jan-23,UYZ,10,System,18-Jan-23,LDI,Updated,18-Jan-23,MYW,Closed
ABC TEST TRIAL,469,Site 469,4691469,11-Aug-22,BMX,10,System,11-Aug-22,QWC,Updated,11-Aug-22,CIW,Closed
ABC TEST TRIAL,293,Site 293,2931293,13-Dec-22,JLS,10,System,14-Dec-22,APV,Updated,14-Dec-22,TSD,Closed
ABC TEST TRIAL,168,Site 168,1681168,21-Apr-22,MRZ,10,System,7-May-22,AHC,Updated,7-May-22,FVO,Closed
ABC TEST TRIAL,241,Site 241,2411241,13-Dec-22,UQA,10,System,14-Dec-22,OWO,Updated,14-Dec-22,CZM,Closed
ABC TEST TRIAL,237,Site 237,2371237,11-Aug-22,HFV,10,System,11-Aug-22,GVM,Updated,11-Aug-22,VYT,Closed
ABC TEST TRIAL,344,Site 344,3441344,10-Feb-23,BEW,10,System,10-Feb-23,YIE,Updated,10-Feb-23,OSF,Closed
ABC TEST TRIAL,334,Site 334,3341334,17-Jan-23,EHI,10,System,18-Jan-23,YGW,Updated,18-Jan-23,WML,Closed
ABC TEST TRIAL,262,Site 262,2621262,23-Mar-22,WXO,10,System,7-Jul-22,TNO,Updated,7-Jul-22,SGM,Closed
ABC TEST TRIAL,183,Site 183,1831183,4-Jun-24,BXI,10,System,19-Sep-24,WDK,Updated,19-Sep-24,HJC,Closed
ABC TEST TRIAL,294,Site 294,2941294,21-Apr-22,EVV,10,System,7-May-22,BEU,Updated,7-May-22,QYX,Closed
ABC TEST TRIAL,445,Site 445,4451445,11-Aug-22,DXD,10,System,11-Aug-22,OLR,Updated,11-Aug-22,MXZ,Closed
ABC TEST TRIAL,237,Site 237,2371237,10-Feb-23,TWV,10,System,13-Mar-23,UDK,Updated,13-Mar-23,CLG,Closed
ABC TEST TRIAL,347,Site 347,3471347,14-Sep-22,XPM,10,System,14-Sep-22,HUE,Updated,14-Sep-22,MCB,Closed
ABC TEST TRIAL,357,Site 357,3571357,23-May-22,RBQ,10,System,7-Jul-22,KMK,Updated,7-Jul-22,WNE,Closed
ABC TEST TRIAL,301,Site 301,3011301,5-Dec-22,URI,10,System,5-Dec-22,WQX,Updated,5-Dec-22,YCP,Closed
ABC TEST TRIAL,492,Site 492,4921492,13-Dec-22,THC,10,System,14-Dec-22,KRY,Updated,14-Dec-22,GJR,Closed
ABC TEST TRIAL,334,Site 334,3341334,5-Sep-22,PQO,10,System,19-Sep-22,SNK,Updated,19-Sep-22,EQL,Closed
